Num,Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD,Pinyin,Pinyin (no tone),tone,initial,final,IDS,lvl1_structure,components
360,老,52688,1124.82,4.7217,5950,95.31,3.7745,lǎo,lao,3,l,ao,⿸耂匕,⿸,⿸耂匕
361,巩,70,1.49,1.8451,64,1.03,1.8062,gǒng,gong,3,g,ong,⿰工凡,⿰,⿰工凡
362,圾,3267,69.75,3.5141,1773,28.4,3.2487,jī,ji,1,j,i,⿰土及,⿰,⿰土及
363,执,4020,85.82,3.6042,2203,35.29,3.343,zhí,zhi,2,zh,i,⿰扌丸,⿰,⿰扌丸
364,扩,829,17.7,2.9186,659,10.56,2.8189,kuò,kuo,4,k,uo,⿰扌广,⿰,⿰扌广
365,扫,2796,59.69,3.4465,1682,26.94,3.2258,sǎo,sao,3,s,ao,⿰扌彐,⿰,⿰扌彐
366,地,78129,1667.96,4.8928,6211,99.49,3.7932,dì,di,4,d,i,⿰土也,⿰,⿰土也
367,场,34746,741.78,4.5409,5695,91.22,3.7555,chǎng,chang,3,ch,ang,⿰土𠃓,⿰,⿰土𠃓
368,扬,1414,30.19,3.1504,918,14.7,2.9628,yáng,yang,2,y,ang,⿰扌𠃓,⿰,⿰扌𠃓
369,耳,3964,84.63,3.5981,2129,34.1,3.3282,ěr,er,3,,er,耳,S,耳
370,芋,79,1.69,1.8976,55,0.88,1.7404,yù,yu,4,y,u,⿱艹于,⿱,⿱艹于
371,共,7769,165.86,3.8904,3605,57.74,3.5569,gòng,gong,4,g,ong,⿱龷八,⿱,⿱龷八
372,芒,491,10.48,2.6911,332,5.32,2.5211,máng,mang,2,m,ang,⿱艹亡,⿱,⿱艹亡
373,亚,15689,334.94,4.1956,2989,47.88,3.4755,yà,ya,4,y,a,⿱一业,⿱,⿱一业
374,芝,1342,28.65,3.1278,613,9.82,2.7875,zhī,zhi,1,zh,i,⿱艹之,⿱,⿱艹之
375,朽,229,4.89,2.3598,190,3.04,2.2788,xiǔ,xiu,3,x,iu,⿰木丂,⿰,⿰木丂
376,朴,862,18.4,2.9355,223,3.57,2.3483,pǔ,pu,3,p,u,⿰木卜,⿰,⿰木卜
377,机,48902,1044,4.6893,5953,95.35,3.7747,jī,ji,1,j,i,⿰木几,⿰,⿰木几
378,权,10283,219.53,4.0121,3515,56.3,3.5459,quán,quan,2,q,uan,⿰木又,⿰,⿰木又
379,过,198278,4232.99,5.2973,6240,99.95,3.7952,guò,guo,4,g,uo,⿺辶寸,⿺,⿺辶寸
380,臣,467,9.97,2.6693,222,3.56,2.3464,chén,chen,2,ch,en,臣,S,臣
381,吏,23,0.49,1.3617,8,0.13,0.9031,lì,li,4,l,i,⿻一史,⿻,⿻一史
382,再,78039,1666.04,4.8923,6230,99.79,3.7945,zài,zai,4,z,ai,⿱一冉,⿱,⿱一冉
383,协,4191,89.47,3.6223,2180,34.92,3.3385,xié,xie,2,x,ie,⿰十办,⿰,⿰十办
384,西,59024,1260.09,4.771,6124,98.09,3.787,xī,xi,1,x,i,⿱一𠁤,⿱,⿱一𠁤
385,压,6483,138.4,3.8118,3051,48.87,3.4844,yā,ya,1,y,a,⿸厂圡,⿸,⿸厂圡
386,厌,7519,160.52,3.8762,3429,54.93,3.5352,yàn,yan,4,y,an,⿸厂犬,⿸,⿸厂犬
387,戌,2,0.04,0.301,2,0.03,0.301,xū,xu,1,x,u,⿵戊一,⿵,⿵戊一
388,在,546367,11664.27,5.7375,6242,99.98,3.7953,zài,zai,4,z,ai,⿸③土,⿸,⿸③土
389,百,9469,202.15,3.9763,3420,54.78,3.534,bǎi,bai,3,b,ai,⿱一白,⿱,⿱一白
390,有,533631,11392.37,5.7272,6243,100,3.7954,yǒu,you,3,y,ou,⿸𠂇月,⿸,⿸𠂇月
391,存,9155,195.45,3.9617,3669,58.77,3.5645,cún,cun,2,c,un,⿸③子,⿸,⿸③子
392,而,72462,1546.97,4.8601,6156,98.61,3.7893,ér,er,2,,er,⿱一𦓐,⿱,⿱一𦓐
393,页,1442,30.78,3.159,854,13.68,2.9315,yè,ye,4,y,e,页,S,页
394,匠,535,11.42,2.7284,289,4.63,2.4609,jiàng,jiang,4,j,iang,⿷匚斤,⿷,⿷匚斤
395,夸,1406,30.02,3.148,1037,16.61,3.0158,kuā,kua,1,k,ua,⿱大亏,⿱,⿱大亏
396,夺,2672,57.04,3.4268,1615,25.87,3.2082,duó,duo,2,d,uo,⿱大寸,⿱,⿱大寸
397,灰,2140,45.69,3.3304,1259,20.17,3.1,huī,hui,1,h,ui,⿸𠂇火,⿸,⿸𠂇火
398,达,16413,350.4,4.2152,4056,64.97,3.6081,dá,da,2,d,a,⿺辶大,⿺,⿺辶大
399,列,4646,99.19,3.6671,2129,34.1,3.3282,liè,lie,4,l,ie,⿰歹刂,⿰,⿰歹刂
400,死,71256,1521.23,4.8528,6029,96.57,3.7802,sǐ,si,3,s,i,⿸歹匕,⿸,⿸歹匕
401,成,61348,1309.7,4.7878,6175,98.91,3.7906,chéng,cheng,2,ch,eng,⿵戊𠃌,⿵,⿵戊𠃌
402,夹,1900,40.56,3.2788,1174,18.81,3.0697,jiá,jia,2,j,ia,⿻夫丷,⿻,⿻夫丷
403,夷,720,15.37,2.8573,364,5.83,2.5611,yí,yi,2,y,i,⿻大弓,⿻,⿻大弓
404,轨,1191,25.43,3.0759,708,11.34,2.85,guǐ,gui,3,g,ui,⿰车九,⿰,⿰车九
405,邪,2246,47.95,3.3514,1116,17.88,3.0477,xié,xie,2,x,ie,⿰牙阝,⿰,⿰牙阝
406,尧,5,0.11,0.699,2,0.03,0.301,yáo,yao,2,y,ao,⿱𭠍兀,⿱,⿱𭠍兀
407,划,11871,253.43,4.0745,3992,63.94,3.6012,huá,hua,2,h,ua,⿰戈刂,⿰,⿰戈刂
408,迈,3964,84.63,3.5981,952,15.25,2.9786,mài,mai,4,m,ai,⿺辶万,⿺,⿺辶万
409,毕,4624,98.72,3.665,2174,34.82,3.3373,bì,bi,4,b,i,⿱比十,⿱,⿱比十
410,至,18394,392.69,4.2647,5381,86.19,3.7309,zhì,zhi,4,zh,i,⿱𠫔土,⿱,⿱𠫔土
411,此,28050,598.83,4.4479,5600,89.7,3.7482,cǐ,ci,3,c,i,⿰止匕,⿰,⿰止匕
412,贞,630,13.45,2.7993,222,3.56,2.3464,zhēn,zhen,1,zh,en,⿱⺊贝,⿱,⿱⺊贝
413,师,21326,455.28,4.3289,4431,70.98,3.6465,shī,shi,1,sh,i,⿰⿰丨丿帀,⿰,⿰⿰丨丿帀
414,尘,976,20.84,2.9894,632,10.12,2.8007,chén,chen,2,ch,en,⿱小土,⿱,⿱小土
415,尖,2358,50.34,3.3725,1415,22.67,3.1508,jiān,jian,1,j,ian,⿱小大,⿱,⿱小大
416,劣,646,13.79,2.8102,540,8.65,2.7324,liè,lie,4,l,ie,⿱少力,⿱,⿱少力
417,光,17286,369.03,4.2377,4986,79.87,3.6978,guāng,guang,1,g,uang,⿱⺌兀,⿱,⿱⺌兀
418,当,80228,1712.77,4.9043,6220,99.63,3.7938,dāng,dang,1,d,ang,⿱⺌彐,⿱,⿱⺌彐
419,早,26160,558.48,4.4176,5670,90.82,3.7536,zǎo,zao,3,z,ao,⿱日十,⿱,⿱日十
420,吁,150,3.2,2.1761,105,1.68,2.0212,yù,yu,4,y,u,⿰口于,⿰,⿰口于
421,吐,2543,54.29,3.4053,1429,22.89,3.155,tǔ,tu,3,t,u,⿰口土,⿰,⿰口土
422,吓,6127,130.8,3.7872,3159,50.6,3.4995,xià,xia,4,x,ia,⿰口下,⿰,⿰口下
423,虫,3228,68.91,3.5089,1231,19.72,3.0903,chóng,chong,2,ch,ong,虫,S,虫
424,曲,5121,109.33,3.7094,1939,31.06,3.2876,qǔ,qu,3,q,u,曲,S,曲
425,团,9748,208.11,3.9889,3384,54.2,3.5294,tuán,tuan,2,t,uan,⿴囗才,⿴,⿴囗才
426,吕,39,0.83,1.5911,25,0.4,1.3979,lǚ,lü,3,l,ü,⿱口口,⿱,⿱口口
427,同,42995,917.89,4.6334,6029,96.57,3.7802,tóng,tong,2,t,ong,⿵𠔼口,⿵,⿵𠔼口
428,吊,1272,27.16,3.1045,822,13.17,2.9149,diào,diao,4,d,iao,⿱口巾,⿱,⿱口巾
429,吃,33829,722.21,4.5293,5493,87.99,3.7398,chī,chi,1,ch,i,⿰口乞,⿰,⿰口乞
430,因,77540,1655.38,4.8895,6201,99.33,3.7925,yīn,yin,1,y,in,⿴囗大,⿴,⿴囗大
431,吸,11420,243.8,4.0577,3718,59.55,3.5703,xī,xi,1,x,i,⿰口及,⿰,⿰口及
432,吗,253338,5408.46,5.4037,6136,98.29,3.7879,ma,ma,0,m,a,⿰口马,⿰,⿰口马
433,吆,28,0.6,1.4472,23,0.37,1.3617,yāo,yao,1,y,ao,⿰口幺,⿰,⿰口幺
434,屿,99,2.11,1.9956,63,1.01,1.7993,yǔ,yu,3,y,u,⿰山与,⿰,⿰山与
435,屹,38,0.81,1.5798,34,0.54,1.5315,yì,yi,4,y,i,⿰山乞,⿰,⿰山乞
436,岁,12744,272.07,4.1053,4106,65.77,3.6134,suì,sui,4,s,ui,⿱山夕,⿱,⿱山夕
437,帆,424,9.05,2.6274,240,3.84,2.3802,fān,fan,1,f,an,⿰巾凡,⿰,⿰巾凡
438,回,92711,1979.27,4.9671,6233,99.84,3.7947,huí,hui,2,h,ui,⿴囗口,⿴,⿴囗口
439,岂,169,3.61,2.2279,141,2.26,2.1492,qǐ,qi,3,q,i,⿱山己,⿱,⿱山己
440,则,8312,177.45,3.9197,3735,59.83,3.5723,zé,ze,2,z,e,⿰贝刂,⿰,⿰贝刂
441,刚,31325,668.75,4.4959,5755,92.18,3.76,gāng,gang,1,g,ang,⿰冈刂,⿰,⿰冈刂
442,网,5948,126.98,3.7744,2424,38.83,3.3845,wǎng,wang,3,w,ang,⿵冂⿰㐅㐅,⿵,⿵冂⿰㐅㐅
443,肉,6996,149.36,3.8448,2890,46.29,3.4609,ròu,rou,4,r,ou,肉,S,肉
444,年,54824,1170.43,4.739,6051,96.92,3.7818,nián,nian,2,n,ian,年,S,年
445,朱,1403,29.95,3.1471,368,5.89,2.5658,zhū,zhu,1,zh,u,朱,S,朱
446,先,71253,1521.16,4.8528,6128,98.16,3.7873,xiān,xian,1,x,ian,⿱𠂒儿,⿱,⿱𠂒儿
447,丢,6145,131.19,3.7885,3108,49.78,3.4925,diū,diu,1,d,iu,⿱丿去,⿱,⿱丿去
448,廷,668,14.26,2.8248,241,3.86,2.382,tíng,ting,2,t,ing,⿺廴壬,⿺,⿺廴壬
449,舌,1482,31.64,3.1708,962,15.41,2.9832,shé,she,2,sh,e,⿱千口,⿱,⿱千口
450,竹,371,7.92,2.5694,228,3.65,2.3579,zhú,zhu,2,zh,u,⿰亇亇,⿰,⿰亇亇
451,迁,457,9.76,2.6599,334,5.35,2.5237,qiān,qian,1,q,ian,⿺辶千,⿺,⿺辶千
452,乔,6652,142.01,3.823,975,15.62,2.989,qiáo,qiao,2,q,iao,⿱夭⿰丿丨,⿱,⿱夭⿰丿丨
453,迄,179,3.82,2.2529,164,2.63,2.2148,qì,qi,4,q,i,⿺辶乞,⿺,⿺辶乞
454,伟,2985,63.73,3.4749,1561,25,3.1934,wěi,wei,3,w,ei,⿰亻韦,⿰,⿰亻韦
455,传,13084,279.33,4.1167,4345,69.6,3.638,chuán,chuan,2,ch,uan,⿰亻专,⿰,⿰亻专
456,乒,157,3.35,2.1959,74,1.19,1.8692,pīng,ping,1,p,ing,⿱丘丿,⿱,⿱丘丿
457,乓,197,4.21,2.2945,86,1.38,1.9345,pāng,pang,1,p,ang,⿱丘丶,⿱,⿱丘丶
458,休,8504,181.55,3.9296,3614,57.89,3.558,xiū,xiu,1,x,iu,⿰亻木,⿰,⿰亻木
459,伍,3454,73.74,3.5383,1102,17.65,3.0422,wǔ,wu,3,w,u,⿰亻五,⿰,⿰亻五
460,伏,1434,30.61,3.1565,936,14.99,2.9713,fú,fu,2,f,u,⿰亻犬,⿰,⿰亻犬
461,优,4514,96.37,3.6546,2293,36.73,3.3604,yōu,you,1,y,ou,⿰亻尤,⿰,⿰亻尤
462,臼,85,1.81,1.9294,67,1.07,1.8261,jiù,jiu,4,j,iu,臼,S,臼
463,伐,340,7.26,2.5315,244,3.91,2.3874,fá,fa,2,f,a,⿰亻戈,⿰,⿰亻戈
464,延,1821,38.88,3.2603,1209,19.37,3.0824,yán,yan,2,y,an,⿺廴⿱丿③,⿺,⿺廴⿱丿③
465,仲,116,2.48,2.0645,67,1.07,1.8261,zhòng,zhong,4,zh,ong,⿰亻中,⿰,⿰亻中
466,件,31611,674.86,4.4998,5746,92.04,3.7594,jiàn,jian,4,j,ian,⿰亻牛,⿰,⿰亻牛
467,任,34349,733.31,4.5359,5769,92.41,3.7611,rèn,ren,4,r,en,⿰亻壬,⿰,⿰亻壬
468,伤,22147,472.81,4.3453,5229,83.76,3.7184,shāng,shang,1,sh,ang,⿰亻⿱𠂉力,⿰,⿰亻⿱𠂉力
469,价,8767,187.16,3.9429,3598,57.63,3.5561,jià,jia,4,j,ia,⿰亻介,⿰,⿰亻介
470,伦,7904,168.74,3.8978,1839,29.46,3.2646,lún,lun,2,l,un,⿰亻仑,⿰,⿰亻仑
471,份,14754,314.98,4.1689,4662,74.68,3.6686,fèn,fen,4,f,en,⿰亻分,⿰,⿰亻分
472,华,7527,160.69,3.8766,2428,38.89,3.3852,huá,hua,2,h,ua,⿱化十,⿱,⿱化十
473,仰,1904,40.65,3.2797,1072,17.17,3.0302,yǎng,yang,3,y,ang,⿰亻卬,⿰,⿰亻卬
474,仿,1499,32,3.1758,935,14.98,2.9708,fǎng,fang,3,f,ang,⿰亻方,⿰,⿰亻方
475,伙,37637,803.5,4.5756,5529,88.56,3.7426,huǒ,huo,3,h,uo,⿰亻火,⿰,⿰亻火
476,伪,1821,38.88,3.2603,1106,17.72,3.0438,wěi,wei,3,w,ei,⿰亻为,⿰,⿰亻为
477,自,98698,2107.08,4.9943,6233,99.84,3.7947,zì,zi,4,z,i,自,S,自
478,伊,10181,217.35,4.0078,1532,24.54,3.1853,yī,yi,1,y,i,⿰亻尹,⿰,⿰亻尹
479,血,14874,317.54,4.1724,3601,57.68,3.5564,xuè,xue,4,x,ue,⿱丿皿,⿱,⿱丿皿
480,向,24596,525.09,4.3909,5538,88.71,3.7434,xiàng,xiang,4,x,iang,⿵⿱丿冂口,⿵,⿵⿱丿冂口
481,似,7493,159.97,3.8747,3653,58.51,3.5626,sì,si,4,s,i,⿰亻以,⿰,⿰亻以
482,后,109915,2346.55,5.0411,6218,99.6,3.7937,hòu,hou,4,h,ou,⿸𠂋口,⿸,⿸𠂋口
483,行,73109,1560.79,4.864,6201,99.33,3.7925,háng,hang,2,h,ang,⿰彳亍,⿰,⿰彳亍
484,舟,321,6.85,2.5065,160,2.56,2.2041,zhōu,zhou,1,zh,ou,舟,S,舟
485,全,47545,1015.03,4.6771,6060,97.07,3.7825,quán,quan,2,q,uan,⿱人王,⿱,⿱人王
486,会,321488,6863.37,5.5072,6242,99.98,3.7953,huì,hui,4,h,ui,⿱人云,⿱,⿱人云
487,杀,47122,1006,4.6732,4962,79.48,3.6957,shā,sha,1,sh,a,⿱㐅朩,⿱,⿱㐅朩
488,合,27378,584.49,4.4374,5632,90.21,3.7507,hé,he,2,h,e,⿱亼口,⿱,⿱亼口
489,兆,718,15.33,2.8561,494,7.91,2.6937,zhào,zhao,4,zh,ao,兆,S,兆
490,企,1401,29.91,3.1464,862,13.81,2.9355,qǐ,qi,3,q,i,⿱人止,⿱,⿱人止
491,众,7370,157.34,3.8675,2810,45.01,3.4487,zhòng,zhong,4,zh,ong,⿱人从,⿱,⿱人从
492,爷,4461,95.24,3.6494,1090,17.46,3.0374,yé,ye,2,y,e,⿱父卩,⿱,⿱父卩
493,伞,768,16.4,2.8854,349,5.59,2.5428,sǎn,san,3,s,an,⿱人⿻丷十,⿱,⿱人⿻丷十
494,创,4667,99.63,3.669,2384,38.19,3.3773,chuàng,chuang,4,ch,uang,⿰仓刂,⿰,⿰仓刂
495,肌,1322,28.22,3.1212,825,13.21,2.9165,jī,ji,1,j,i,⿰月几,⿰,⿰月几
496,肋,405,8.65,2.6075,277,4.44,2.4425,lèi,lei,4,l,ei,⿰月力,⿰,⿰月力
497,朵,1831,39.09,3.2627,1080,17.3,3.0334,duǒ,duo,3,d,uo,⿱几木,⿱,⿱几木
498,杂,7200,153.71,3.8573,3053,48.9,3.4847,zá,za,2,z,a,⿱九朩,⿱,⿱九朩
499,危,7715,164.71,3.8873,3390,54.3,3.5302,wēi,wei,1,w,ei,⿸厃㔾,⿸,⿸厃㔾
500,旬,46,0.98,1.6628,39,0.62,1.5911,xún,xun,2,x,un,⿹勹日,⿹,⿹勹日
501,旨,362,7.73,2.5587,286,4.58,2.4564,zhǐ,zhi,3,zh,i,⿱匕日,⿱,⿱匕日
502,旭,107,2.28,2.0294,20,0.32,1.301,xù,xu,4,x,u,⿺九日,⿺,⿺九日
503,负,7980,170.36,3.902,3629,58.13,3.5598,fù,fu,4,f,u,⿱𠂊贝,⿱,⿱𠂊贝
504,匈,159,3.39,2.2014,76,1.22,1.8808,xiōng,xiong,1,x,iong,⿹勹凶,⿹,⿹勹凶
505,名,43229,922.89,4.6358,5995,96.03,3.7778,míng,ming,2,m,ing,⿱夕口,⿱,⿱夕口
506,各,9490,202.6,3.9773,3359,53.8,3.5262,gè,ge,4,g,e,⿱夂口,⿱,⿱夂口
507,多,104049,2221.32,5.0172,6236,99.89,3.7949,duō,duo,1,d,uo,⿱夕夕,⿱,⿱夕夕
508,争,9959,212.61,3.9982,3469,55.57,3.5402,zhēng,zheng,1,zh,eng,⿱𠂊⿻⿻コ一亅,⿱,⿱𠂊⿻⿻コ一亅
509,色,21624,461.65,4.3349,5086,81.47,3.7064,sè,se,4,s,e,⿱𠂊巴,⿱,⿱𠂊巴
510,壮,1974,42.14,3.2953,1299,20.81,3.1136,zhuàng,zhuang,4,zh,uang,⿰丬士,⿰,⿰丬士
511,冲,7521,160.56,3.8763,3232,51.77,3.5095,chōng,chong,1,ch,ong,⿰冫中,⿰,⿰冫中
512,妆,1424,30.4,3.1535,775,12.41,2.8893,zhuāng,zhuang,1,zh,uang,⿰丬女,⿰,⿰丬女
513,冰,6145,131.19,3.7885,2393,38.33,3.3789,bīng,bing,1,b,ing,⿰冫水,⿰,⿰冫水
514,庄,1168,24.94,3.0674,632,10.12,2.8007,zhuāng,zhuang,1,zh,uang,⿸广土,⿸,⿸广土
515,庆,2882,61.53,3.4597,1679,26.89,3.2251,qìng,qing,4,q,ing,⿸广大,⿸,⿸广大
516,亦,341,7.28,2.5328,257,4.12,2.4099,yì,yi,4,y,i,⿱亠④,⿱,⿱亠④
517,刘,448,9.56,2.6513,97,1.55,1.9868,liú,liu,2,l,iu,⿰文刂,⿰,⿰文刂
518,齐,1671,35.67,3.223,945,15.14,2.9754,qí,qi,2,q,i,⿱文⿰丿丨,⿱,⿱文⿰丿丨
519,交,19619,418.84,4.2927,5169,82.8,3.7134,jiāo,jiao,1,j,iao,⿱亠父,⿱,⿱亠父
520,衣,14941,318.97,4.1744,4375,70.08,3.641,yī,yi,1,y,i,⿱亠𧘇,⿱,⿱亠𧘇
521,次,58108,1240.53,4.7642,6183,99.04,3.7912,cì,ci,4,c,i,⿰冫欠,⿰,⿰冫欠
522,产,8264,176.43,3.9172,3345,53.58,3.5244,chǎn,chan,3,ch,an,⿱⿱亠丷厂,⿱,⿱⿱亠丷厂
523,决,22798,486.71,4.3579,5405,86.58,3.7328,jué,jue,2,j,ue,⿰冫夬,⿰,⿰冫夬
524,亥,215,4.59,2.3324,135,2.16,2.1303,hài,hai,4,h,ai,⿳亠𠂈人,⿳,⿳亠𠂈人
525,充,4670,99.7,3.6693,2722,43.6,3.4349,chōng,chong,1,ch,ong,⿱𠫓儿,⿱,⿱𠫓儿
526,妄,740,15.8,2.8692,590,9.45,2.7709,wàng,wang,4,w,ang,⿱亡女,⿱,⿱亡女
527,闭,10059,214.75,4.0026,3749,60.05,3.5739,bì,bi,4,b,i,⿵门才,⿵,⿵门才
528,问,64375,1374.33,4.8087,6140,98.35,3.7882,wèn,wen,4,w,en,⿵门口,⿵,⿵门口
529,闯,1844,39.37,3.2658,1221,19.56,3.0867,chuǎng,chuang,3,ch,uang,⿵门马,⿵,⿵门马
530,羊,2285,48.78,3.3589,1097,17.57,3.0402,yáng,yang,2,y,ang,⿱䒑⿻二丨,⿱,⿱䒑⿻二丨
531,并,26283,561.11,4.4197,5393,86.38,3.7318,bìng,bing,4,b,ing,⿱丷开,⿱,⿱丷开
532,关,55693,1188.98,4.7458,6152,98.54,3.789,guān,guan,1,g,uan,⿱丷天,⿱,⿱丷天
533,米,13160,280.95,4.1193,2521,40.38,3.4016,mǐ,mi,3,m,i,米,S,米
534,灯,4413,94.21,3.6447,2141,34.29,3.3306,dēng,deng,1,d,eng,⿰火丁,⿰,⿰火丁
535,州,6997,149.38,3.8449,2417,38.72,3.3833,zhōu,zhou,1,zh,ou,州,S,州
536,汗,1537,32.81,3.1867,914,14.64,2.9609,hàn,han,4,h,an,⿰氵干,⿰,⿰氵干
537,污,1379,29.44,3.1396,912,14.61,2.96,wū,wu,1,w,u,⿰氵亏,⿰,⿰氵亏
538,江,780,16.65,2.8921,311,4.98,2.4928,jiāng,jiang,1,j,iang,⿰氵工,⿰,⿰氵工
539,汛,4,0.09,0.6021,1,0.02,0,xùn,xun,4,x,un,⿰氵卂,⿰,⿰氵卂
540,池,2372,50.64,3.3751,1203,19.27,3.0803,chí,chi,2,ch,i,⿰氵也,⿰,⿰氵也
541,汝,100,2.13,2,46,0.74,1.6628,rǔ,ru,3,r,u,⿰氵女,⿰,⿰氵女
542,汤,4519,96.48,3.655,1177,18.85,3.0708,tāng,tang,1,t,ang,⿰氵𠃓,⿰,⿰氵𠃓
543,忙,15130,323.01,4.1798,4907,78.6,3.6908,máng,mang,2,m,ang,⿰忄亡,⿰,⿰忄亡
544,兴,24438,521.72,4.3881,5535,88.66,3.7431,xìng,xing,4,x,ing,⿳𭕄一八,⿳,⿳𭕄一八
545,宇,2001,42.72,3.3012,637,10.2,2.8041,yǔ,yu,3,y,u,⿱宀于,⿱,⿱宀于
546,守,6235,133.11,3.7948,2912,46.64,3.4642,shǒu,shou,3,sh,ou,⿱宀寸,⿱,⿱宀寸
547,宅,610,13.02,2.7853,441,7.06,2.6444,zhái,zhai,2,zh,ai,⿱宀乇,⿱,⿱宀乇
548,字,22743,485.54,4.3568,5345,85.62,3.7279,zì,zi,4,z,i,⿱宀子,⿱,⿱宀子
549,安,41719,890.65,4.6203,5846,93.64,3.7669,ān,an,1,,an,⿱宀女,⿱,⿱宀女
550,讲,11383,243.01,4.0563,3926,62.89,3.594,jiǎng,jiang,3,j,iang,⿰讠井,⿰,⿰讠井
551,讳,90,1.92,1.9542,83,1.33,1.9191,huì,hui,4,h,ui,⿰讠韦,⿰,⿰讠韦
