Num,Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD,Pinyin,Pinyin (no tone),tone,initial,final,IDS,lvl1_structure,components
5291,渥,77,1.64,1.8865,40,0.64,1.6021,wò,wo,4,w,o,⿰氵屋,⿰,⿰氵屋
5292,湄,8,0.17,0.9031,5,0.08,0.699,méi,mei,2,m,ei,⿰氵眉,⿰,⿰氵眉
5293,滁,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,chú,chu,2,ch,u,⿰氵除,⿰,⿰氵除
5294,愠,3,0.06,0.4771,3,0.05,0.4771,yùn,yun,4,y,un,⿰忄昷,⿰,⿰忄昷
5295,惺,156,3.33,2.1931,78,1.25,1.8921,xīng,xing,1,x,ing,⿰忄星,⿰,⿰忄星
5296,愦,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kuì,kui,4,k,ui,⿰忄贵,⿰,⿰忄贵
5297,惴,20,0.43,1.301,9,0.14,0.9542,zhuì,zhui,4,zh,ui,⿰忄耑,⿰,⿰忄耑
5298,愀,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,qiǎo,qiao,3,q,iao,⿰忄秋,⿰,⿰忄秋
5299,愎,4,0.09,0.6021,4,0.06,0.6021,bì,bi,4,b,i,⿰忄复,⿰,⿰忄复
5300,愔,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yīn,yin,1,y,in,⿰忄音,⿰,⿰忄音
5301,喾,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kù,ku,4,k,u,⿳𭕄冖告,⿳,⿳𭕄冖告
5302,寐,191,4.08,2.281,167,2.67,2.2227,mèi,mei,4,m,ei,⿱宀⿰爿未,⿱,⿱宀⿰爿未
5303,谟,21,0.45,1.3222,9,0.14,0.9542,mó,mo,2,m,o,⿰讠莫,⿰,⿰讠莫
5304,扉,231,4.93,2.3636,177,2.84,2.248,fēi,fei,1,f,ei,⿸户非,⿸,⿸户非
5305,裢,2,0.04,0.301,2,0.03,0.301,lián,lian,2,l,ian,⿰衤连,⿰,⿰衤连
5306,裎,1,0.02,0,1,0.02,0,chéng,cheng,2,ch,eng,⿰衤呈,⿰,⿰衤呈
5307,裥,1,0.02,0,1,0.02,0,jiǎn,jian,3,j,ian,⿰衤间,⿰,⿰衤间
5308,祾,1,0.02,0,1,0.02,0,líng,ling,2,l,ing,⿰礻夌,⿰,⿰礻夌
5309,祺,7,0.15,0.8451,3,0.05,0.4771,qí,qi,2,q,i,⿰礻其,⿰,⿰礻其
5310,谠,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,dǎng,dang,3,d,ang,⿰讠党,⿰,⿰讠党
5311,幂,4,0.09,0.6021,1,0.02,0,mì,mi,4,m,i,⿱𠖇巾,⿱,⿱𠖇巾
5312,谡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,sù,su,4,s,u,⿰讠畟,⿰,⿰讠畟
5313,谥,2,0.04,0.301,1,0.02,0,shì,shi,4,sh,i,⿰讠益,⿰,⿰讠益
5314,谧,21,0.45,1.3222,17,0.27,1.2304,mì,mi,4,m,i,⿰讠𥁑,⿰,⿰讠𥁑
5315,遐,31,0.66,1.4914,30,0.48,1.4771,xiá,xia,2,x,ia,⿺辶叚,⿺,⿺辶叚
5316,孱,16,0.34,1.2041,13,0.21,1.1139,chán,chan,2,ch,an,⿸尸孨,⿸,⿸尸孨
5317,弼,75,1.6,1.8751,6,0.1,0.7782,bì,bi,4,b,i,⿲弓百弓,⿲,⿲弓百弓
5318,巽,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,xùn,xun,4,x,un,⿱⿰巳巳共,⿱,⿱⿰巳巳共
5319,骘,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,zhì,zhi,4,zh,i,⿱陟马,⿱,⿱陟马
5320,媪,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ǎo,ao,3,,ao,⿰女昷,⿰,⿰女昷
5321,媛,197,4.21,2.2945,16,0.26,1.2041,yuán,yuan,2,y,uan,⿰女爰,⿰,⿰女爰
5322,婷,83,1.77,1.9191,13,0.21,1.1139,tíng,ting,2,t,ing,⿰女亭,⿰,⿰女亭
5323,巯,2,0.04,0.301,2,0.03,0.301,qiú,qiu,2,q,iu,⿰𢀖㐬,⿰,⿰𢀖㐬
5324,翚,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,huī,hui,1,h,ui,⿱羽军,⿱,⿱羽军
5325,皴,2,0.04,0.301,2,0.03,0.301,cūn,cun,1,c,un,⿰夋皮,⿰,⿰夋皮
5326,婺,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,wù,wu,4,w,u,⿱敄女,⿱,⿱敄女
5327,骛,19,0.41,1.2788,17,0.27,1.2304,wù,wu,4,w,u,⿱敄马,⿱,⿱敄马
5328,缂,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kè,ke,4,k,e,⿰纟革,⿰,⿰纟革
5329,缃,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,xiāng,xiang,1,x,iang,⿰纟相,⿰,⿰纟相
5330,缄,76,1.62,1.8808,73,1.17,1.8633,jiān,jian,1,j,ian,⿰纟咸,⿰,⿰纟咸
5331,彘,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,zhì,zhi,4,zh,i,⿱彑⿲匕矢匕,⿱,⿱彑⿲匕矢匕
5332,缇,98,2.09,1.9912,17,0.27,1.2304,tí,ti,2,t,i,⿰纟是,⿰,⿰纟是
5333,缈,18,0.38,1.2553,17,0.27,1.2304,miǎo,miao,3,m,iao,⿰纟眇,⿰,⿰纟眇
5334,缌,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,sī,si,1,s,i,⿰纟思,⿰,⿰纟思
5335,缑,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,gōu,gou,1,g,ou,⿰纟侯,⿰,⿰纟侯
5336,缒,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,zhuì,zhui,4,zh,ui,⿰纟追,⿰,⿰纟追
5337,缗,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,mín,min,2,m,in,⿰纟昬,⿰,⿰纟昬
5338,飨,7,0.15,0.8451,3,0.05,0.4771,xiǎng,xiang,3,x,iang,⿰乡食,⿰,⿰乡食
5339,耢,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,lào,lao,4,l,ao,⿰耒劳,⿰,⿰耒劳
5340,瑚,89,1.9,1.9494,42,0.67,1.6232,hú,hu,2,h,u,⿰王胡,⿰,⿰王胡
5341,瑁,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,mào,mao,4,m,ao,⿰王冒,⿰,⿰王冒
5342,瑜,273,5.83,2.4362,180,2.88,2.2553,yú,yu,2,y,u,⿰王俞,⿰,⿰王俞
5343,瑗,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yuàn,yuan,4,y,uan,⿰王爰,⿰,⿰王爰
5344,瑄,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,xuān,xuan,1,x,uan,⿰王宣,⿰,⿰王宣
5345,瑕,187,3.99,2.2718,147,2.35,2.1673,xiá,xia,2,x,ia,⿰王叚,⿰,⿰王叚
5346,遨,25,0.53,1.3979,23,0.37,1.3617,áo,ao,2,,ao,⿺辶敖,⿺,⿺辶敖
5347,骜,3,0.06,0.4771,3,0.05,0.4771,ào,ao,4,,ao,⿱敖马,⿱,⿱敖马
5348,韫,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yùn,yun,4,y,un,⿰韦昷,⿰,⿰韦昷
5349,髡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kūn,kun,1,k,un,⿱髟兀,⿱,⿱髟兀
5350,塬,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yuán,yuan,2,y,uan,⿰土原,⿰,⿰土原
5351,鄢,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yān,yan,1,y,an,⿰焉阝,⿰,⿰焉阝
5352,趔,1,0.02,0,1,0.02,0,liè,lie,4,l,ie,⿺走列,⿺,⿺走列
5353,趑,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,zī,zi,1,z,i,⿺走次,⿺,⿺走次
5354,摅,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,shū,shu,1,sh,u,⿰扌虑,⿰,⿰扌虑
5355,摁,57,1.22,1.7559,47,0.75,1.6721,èn,en,4,,en,⿰扌恩,⿰,⿰扌恩
5356,蜇,62,1.32,1.7924,24,0.38,1.3802,zhē,zhe,1,zh,e,⿱折虫,⿱,⿱折虫
5357,搋,1,0.02,0,1,0.02,0,chuāi,chuai,1,ch,uai,⿰扌虒,⿰,⿰扌虒
5358,搪,52,1.11,1.716,35,0.56,1.5441,táng,tang,2,t,ang,⿰扌唐,⿰,⿰扌唐
5359,搐,118,2.52,2.0719,89,1.43,1.9494,chù,chu,4,ch,u,⿰扌畜,⿰,⿰扌畜
5360,搛,1,0.02,0,1,0.02,0,jiān,jian,1,j,ian,⿰扌兼,⿰,⿰扌兼
5361,搠,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,shuò,shuo,4,sh,uo,⿰扌朔,⿰,⿰扌朔
5362,摈,13,0.28,1.1139,13,0.21,1.1139,bìn,bin,4,b,in,⿰扌宾,⿰,⿰扌宾
5363,彀,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,gòu,gou,4,g,ou,⿰⿱⿳士冖一弓殳,⿰,⿰⿱⿳士冖一弓殳
5364,毂,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,gū,gu,1,g,u,⿰⿳士冖车殳,⿰,⿰⿳士冖车殳
5365,搦,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,nuò,nuo,4,n,uo,⿰扌弱,⿰,⿰扌弱
5366,搡,25,0.53,1.3979,20,0.32,1.301,sǎng,sang,3,s,ang,⿰扌桑,⿰,⿰扌桑
5367,蓁,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,zhēn,zhen,1,zh,en,⿱艹秦,⿱,⿱艹秦
5368,戡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kān,kan,1,k,an,⿰甚戈,⿰,⿰甚戈
5369,蓍,2,0.04,0.301,1,0.02,0,shī,shi,1,sh,i,⿱艹耆,⿱,⿱艹耆
5370,鄞,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yín,yin,2,y,in,⿰堇阝,⿰,⿰堇阝
5371,靳,3,0.06,0.4771,2,0.03,0.301,jìn,jin,4,j,in,⿰革斤,⿰,⿰革斤
5372,蓐,1,0.02,0,1,0.02,0,rù,ru,4,r,u,⿱艹辱,⿱,⿱艹辱
5373,蓦,3,0.06,0.4771,3,0.05,0.4771,mò,mo,4,m,o,⿱莫马,⿱,⿱莫马
5374,鹋,3,0.06,0.4771,3,0.05,0.4771,miáo,miao,2,m,iao,⿰苗鸟,⿰,⿰苗鸟
5375,蒽,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ēn,en,1,,en,⿱艹恩,⿱,⿱艹恩
5376,蓓,81,1.73,1.9085,17,0.27,1.2304,bèi,bei,4,b,ei,⿱艹倍,⿱,⿱艹倍
5377,蓖,15,0.32,1.1761,6,0.1,0.7782,bì,bi,4,b,i,⿱艹𣬉,⿱,⿱艹𣬉
5378,蓊,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,wěng,weng,3,w,eng,⿱艹翁,⿱,⿱艹翁
5379,蒯,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kuǎi,kuai,3,k,uai,⿰萠刂,⿰,⿰萠刂
5380,蓟,33,0.7,1.5185,23,0.37,1.3617,jì,ji,4,j,i,⿱艹𬶀,⿱,⿱艹𬶀
5381,蓑,3,0.06,0.4771,2,0.03,0.301,suō,suo,1,s,uo,⿱艹衰,⿱,⿱艹衰
5382,蒿,2,0.04,0.301,2,0.03,0.301,hāo,hao,1,h,ao,⿱艹高,⿱,⿱艹高
5383,蒺,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jí,ji,2,j,i,⿱艹疾,⿱,⿱艹疾
5384,蓠,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,lí,li,2,l,i,⿱艹离,⿱,⿱艹离
5385,蒟,2,0.04,0.301,1,0.02,0,jǔ,ju,3,j,u,⿱艹竘,⿱,⿱艹竘
5386,蒡,5,0.11,0.699,4,0.06,0.6021,bàng,bang,4,b,ang,⿱艹旁,⿱,⿱艹旁
5387,蒹,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jiān,jian,1,j,ian,⿱艹兼,⿱,⿱艹兼
5388,蒴,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,shuò,shuo,4,sh,uo,⿱艹朔,⿱,⿱艹朔
5389,蒗,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,làng,lang,4,l,ang,⿱艹浪,⿱,⿱艹浪
5390,蓥,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yíng,ying,2,y,ing,⿱𫇦金,⿱,⿱𫇦金
5391,颐,49,1.05,1.6902,47,0.75,1.6721,yí,yi,2,y,i,⿰𦣞页,⿰,⿰𦣞页
5392,楔,28,0.6,1.4472,24,0.38,1.3802,xiē,xie,1,x,ie,⿰木契,⿰,⿰木契
5393,楠,90,1.92,1.9542,22,0.35,1.3424,nán,nan,2,n,an,⿰木南,⿰,⿰木南
5394,楂,4,0.09,0.6021,4,0.06,0.6021,zhā,zha,1,zh,a,⿰木查,⿰,⿰木查
5395,楝,9,0.19,0.9542,7,0.11,0.8451,liàn,lian,4,l,ian,⿰木柬,⿰,⿰木柬
5396,楫,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jí,ji,2,j,i,⿰木咠,⿰,⿰木咠
5397,楸,20,0.43,1.301,3,0.05,0.4771,qiū,qiu,1,q,iu,⿰木秋,⿰,⿰木秋
5398,椴,1,0.02,0,1,0.02,0,duàn,duan,4,d,uan,⿰木段,⿰,⿰木段
5399,槌,73,1.56,1.8633,62,0.99,1.7924,chuí,chui,2,ch,ui,⿰木追,⿰,⿰木追
5400,楯,3,0.06,0.4771,1,0.02,0,dùn,dun,4,d,un,⿰木盾,⿰,⿰木盾
5401,皙,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,xī,xi,1,x,i,⿱析白,⿱,⿱析白
5402,榈,337,7.19,2.5276,164,2.63,2.2148,lǘ,lü,2,l,ü,⿰木闾,⿰,⿰木闾
5403,槎,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,chá,cha,2,ch,a,⿰木差,⿰,⿰木差
5404,榉,13,0.28,1.1139,5,0.08,0.699,jǔ,ju,3,j,u,⿰木举,⿰,⿰木举
5405,楦,2,0.04,0.301,2,0.03,0.301,xuàn,xuan,4,x,uan,⿰木宣,⿰,⿰木宣
5406,楣,23,0.49,1.3617,18,0.29,1.2553,méi,mei,2,m,ei,⿰木眉,⿰,⿰木眉
5407,楹,1,0.02,0,1,0.02,0,yíng,ying,2,y,ing,⿰木盈,⿰,⿰木盈
5408,椽,5,0.11,0.699,5,0.08,0.699,chuán,chuan,2,ch,uan,⿰木彖,⿰,⿰木彖
5409,裘,153,3.27,2.1847,40,0.64,1.6021,qiú,qiu,2,q,iu,⿱求衣,⿱,⿱求衣
5410,剽,91,1.94,1.959,50,0.8,1.699,piāo,piao,1,p,iao,⿰票刂,⿰,⿰票刂
5411,甄,38,0.81,1.5798,21,0.34,1.3222,zhēn,zhen,1,zh,en,⿰垔瓦,⿰,⿰垔瓦
5412,酮,173,3.69,2.238,97,1.55,1.9868,tóng,tong,2,t,ong,⿰酉同,⿰,⿰酉同
5413,酰,1,0.02,0,1,0.02,0,xiān,xian,1,x,ian,⿰酉先,⿰,⿰酉先
5414,酯,90,1.92,1.9542,62,0.99,1.7924,zhǐ,zhi,3,zh,i,⿰酉旨,⿰,⿰酉旨
5415,酩,63,1.34,1.7993,60,0.96,1.7782,mǐng,ming,3,m,ing,⿰酉名,⿰,⿰酉名
5416,蜃,11,0.23,1.0414,9,0.14,0.9542,shèn,shen,4,sh,en,⿸辰虫,⿸,⿸辰虫
5417,碛,2,0.04,0.301,1,0.02,0,qì,qi,4,q,i,⿰石责,⿰,⿰石责
5418,碓,1,0.02,0,1,0.02,0,duì,dui,4,d,ui,⿰石隹,⿰,⿰石隹
5419,硼,9,0.19,0.9542,7,0.11,0.8451,péng,peng,2,p,eng,⿰石朋,⿰,⿰石朋
5420,碉,62,1.32,1.7924,34,0.54,1.5315,diāo,diao,1,d,iao,⿰石周,⿰,⿰石周
5421,碚,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,bèi,bei,4,b,ei,⿰石咅,⿰,⿰石咅
5422,碇,1,0.02,0,1,0.02,0,dìng,ding,4,d,ing,⿰石定,⿰,⿰石定
5423,碜,9,0.19,0.9542,9,0.14,0.9542,chěn,chen,3,ch,en,⿰石参,⿰,⿰石参
5424,鹌,71,1.52,1.8513,36,0.58,1.5563,ān,an,1,,an,⿰奄鸟,⿰,⿰奄鸟
5425,辏,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,còu,cou,4,c,ou,⿰车奏,⿰,⿰车奏
5426,龃,4,0.09,0.6021,4,0.06,0.6021,jǔ,ju,3,j,u,⿰齿且,⿰,⿰齿且
5427,龅,15,0.32,1.1761,12,0.19,1.0792,bāo,bao,1,b,ao,⿰齿包,⿰,⿰齿包
5428,訾,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,zī,zi,1,z,i,⿱此言,⿱,⿱此言
5429,粲,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,càn,can,4,c,an,⿱𣦼米,⿱,⿱𣦼米
5430,虞,14,0.3,1.1461,14,0.22,1.1461,yú,yu,2,y,u,⿸虍吴,⿸,⿸虍吴
5431,睚,3,0.06,0.4771,3,0.05,0.4771,yá,ya,2,y,a,⿰目厓,⿰,⿰目厓
5432,嗪,20,0.43,1.301,15,0.24,1.1761,qín,qin,2,q,in,⿰口秦,⿰,⿰口秦
5433,韪,1,0.02,0,1,0.02,0,wěi,wei,3,w,ei,⿺是韦,⿺,⿺是韦
5434,嗷,306,6.53,2.4857,170,2.72,2.2304,áo,ao,2,,ao,⿰口敖,⿰,⿰口敖
5435,嗉,2,0.04,0.301,1,0.02,0,sù,su,4,s,u,⿰口素,⿰,⿰口素
5436,睨,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,nì,ni,4,n,i,⿰目兒,⿰,⿰目兒
5437,睢,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,suī,sui,1,s,ui,⿰目隹,⿰,⿰目隹
5438,雎,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jū,ju,1,j,u,⿰且隹,⿰,⿰且隹
5439,睥,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,pì,pi,4,p,i,⿰目卑,⿰,⿰目卑
5440,嘟,262,5.59,2.4183,112,1.79,2.0492,dū,du,1,d,u,⿰口都,⿰,⿰口都
5441,嗑,466,9.95,2.6684,270,4.32,2.4314,kē,ke,1,k,e,⿰口盍,⿰,⿰口盍
5442,嗫,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,niè,nie,4,n,ie,⿰口聂,⿰,⿰口聂
5443,嗬,68,1.45,1.8325,35,0.56,1.5441,hē,he,1,h,e,⿰口荷,⿰,⿰口荷
5444,嗔,1,0.02,0,1,0.02,0,chēn,chen,1,ch,en,⿰口真,⿰,⿰口真
5445,嗝,174,3.71,2.2405,107,1.71,2.0294,gé,ge,2,g,e,⿰口鬲,⿰,⿰口鬲
5446,戥,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,děng,deng,3,d,eng,⿰星戈,⿰,⿰星戈
5447,嗄,27,0.58,1.4314,5,0.08,0.699,á,a,2,,a,⿰口夏,⿰,⿰口夏
5448,煦,9,0.19,0.9542,7,0.11,0.8451,xù,xu,4,x,u,⿱昫灬,⿱,⿱昫灬
5449,暄,30,0.64,1.4771,24,0.38,1.3802,xuān,xuan,1,x,uan,⿰日宣,⿰,⿰日宣
5450,遢,94,2.01,1.9731,81,1.3,1.9085,tā,ta,1,t,a,⿺辶𦐇,⿺,⿺辶𦐇
5451,暌,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kuí,kui,2,k,ui,⿰日癸,⿰,⿰日癸
5452,跬,1,0.02,0,1,0.02,0,kuǐ,kui,3,k,ui,⿰𧾷圭,⿰,⿰𧾷圭
5453,跶,9,0.19,0.9542,6,0.1,0.7782,dá,da,2,d,a,⿰𧾷达,⿰,⿰𧾷达
5454,跸,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,bì,bi,4,b,i,⿰𧾷毕,⿰,⿰𧾷毕
5455,跐,5,0.11,0.699,1,0.02,0,cī,ci,1,c,i,⿰𧾷此,⿰,⿰𧾷此
5456,跣,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,xiǎn,xian,3,x,ian,⿰𧾷先,⿰,⿰𧾷先
5457,跹,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,xiān,xian,1,x,ian,⿰𧾷迁,⿰,⿰𧾷迁
5458,跻,30,0.64,1.4771,28,0.45,1.4472,jī,ji,1,j,i,⿰𧾷齐,⿰,⿰𧾷齐
5459,蛸,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,shāo,shao,1,sh,ao,⿰虫肖,⿰,⿰虫肖
5460,蜊,55,1.17,1.7404,25,0.4,1.3979,lí,li,2,l,i,⿰虫利,⿰,⿰虫利
5461,蜍,51,1.09,1.7076,20,0.32,1.301,chú,chu,2,ch,u,⿰虫余,⿰,⿰虫余
5462,蜉,18,0.38,1.2553,7,0.11,0.8451,fú,fu,2,f,u,⿰虫孚,⿰,⿰虫孚
5463,蜣,2,0.04,0.301,2,0.03,0.301,qiāng,qiang,1,q,iang,⿰虫羌,⿰,⿰虫羌
5464,畹,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,wǎn,wan,3,w,an,⿰田宛,⿰,⿰田宛
5465,蛹,12,0.26,1.0792,11,0.18,1.0414,yǒng,yong,3,y,ong,⿰虫甬,⿰,⿰虫甬
5466,嗣,41,0.88,1.6128,26,0.42,1.415,sì,si,4,s,i,⿰⿱口𠕁司,⿰,⿰⿱口𠕁司
5467,嗯,34639,739.5,4.5396,4451,71.3,3.6485,èn,en,4,,en,⿰口恩,⿰,⿰口恩
5468,嗥,4,0.09,0.6021,4,0.06,0.6021,háo,hao,2,h,ao,⿰口皋,⿰,⿰口皋
5469,嗲,19,0.41,1.2788,13,0.21,1.1139,diǎ,dia,3,d,ia,⿰口爹,⿰,⿰口爹
5470,嗳,24,0.51,1.3802,12,0.19,1.0792,ài,ai,4,,ai,⿰口爱,⿰,⿰口爱
5471,嗌,1,0.02,0,1,0.02,0,ài,ai,4,,ai,⿰口益,⿰,⿰口益
5472,嗍,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,suō,suo,1,s,uo,⿰口朔,⿰,⿰口朔
5473,嗨,25345,541.08,4.4039,4282,68.59,3.6316,hēi,hei,1,h,ei,⿰口海,⿰,⿰口海
5474,嗐,1,0.02,0,1,0.02,0,hài,hai,4,h,ai,⿰口害,⿰,⿰口害
5475,嗤,47,1,1.6721,22,0.35,1.3424,chī,chi,1,ch,i,⿰口蚩,⿰,⿰口蚩
5476,嗵,7,0.15,0.8451,3,0.05,0.4771,tōng,tong,1,t,ong,⿰口通,⿰,⿰口通
5477,罨,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yǎn,yan,3,y,an,⿱罒奄,⿱,⿱罒奄
5478,嵊,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,shèng,sheng,4,sh,eng,⿰山乘,⿰,⿰山乘
5479,嵩,11,0.23,1.0414,7,0.11,0.8451,sōng,song,1,s,ong,⿱山高,⿱,⿱山高
5480,嵴,5,0.11,0.699,4,0.06,0.6021,jí,ji,2,j,i,⿰山脊,⿰,⿰山脊
5481,骰,121,2.58,2.0828,76,1.22,1.8808,tóu,tou,2,t,ou,⿰骨殳,⿰,⿰骨殳
5482,锗,4,0.09,0.6021,2,0.03,0.301,zhě,zhe,3,zh,e,⿰钅者,⿰,⿰钅者
5483,锛,2,0.04,0.301,2,0.03,0.301,bēn,ben,1,b,en,⿰钅奔,⿰,⿰钅奔
5484,锜,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yǐ,yi,3,y,i,⿰钅奇,⿰,⿰钅奇
5485,锝,1,0.02,0,1,0.02,0,dé,de,2,d,e,⿰钅㝵,⿰,⿰钅㝵
5486,锞,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kè,ke,4,k,e,⿰钅果,⿰,⿰钅果
5487,锟,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,kūn,kun,1,k,un,⿰钅昆,⿰,⿰钅昆
5488,锢,59,1.26,1.7709,53,0.85,1.7243,gù,gu,4,g,u,⿰钅固,⿰,⿰钅固
5489,锨,2,0.04,0.301,2,0.03,0.301,xiān,xian,1,x,ian,⿰钅欣,⿰,⿰钅欣
5490,锩,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,juǎn,juan,3,j,uan,⿰钅卷,⿰,⿰钅卷
5491,锭,20,0.43,1.301,12,0.19,1.0792,dìng,ding,4,d,ing,⿰钅定,⿰,⿰钅定
5492,锱,2,0.04,0.301,2,0.03,0.301,zī,zi,1,z,i,⿰钅甾,⿰,⿰钅甾
5493,雉,8,0.17,0.9031,6,0.1,0.7782,zhì,zhi,4,zh,i,⿰矢隹,⿰,⿰矢隹
5494,氲,1,0.02,0,1,0.02,0,yūn,yun,1,y,un,⿹气昷,⿹,⿹气昷
5495,犏,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,piān,pian,1,p,ian,⿰牛扁,⿰,⿰牛扁
5496,歃,4,0.09,0.6021,4,0.06,0.6021,shà,sha,4,sh,a,⿰臿欠,⿰,⿰臿欠
5497,稞,3,0.06,0.4771,3,0.05,0.4771,kē,ke,1,k,e,⿰禾果,⿰,⿰禾果
5498,稗,3,0.06,0.4771,1,0.02,0,bài,bai,4,b,ai,⿰禾卑,⿰,⿰禾卑
5499,稔,18,0.38,1.2553,7,0.11,0.8451,rěn,ren,3,r,en,⿰禾念,⿰,⿰禾念
5500,筠,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jūn,jun,1,j,un,⿱竹均,⿱,⿱竹均
5501,筢,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,pá,pa,2,p,a,⿱竹把,⿱,⿱竹把
5502,筮,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,shì,shi,4,sh,i,⿱竹巫,⿱,⿱竹巫
5503,筲,1,0.02,0,1,0.02,0,shāo,shao,1,sh,ao,⿱竹肖,⿱,⿱竹肖
5504,筱,10,0.21,1,5,0.08,0.699,xiǎo,xiao,3,x,iao,⿱竹攸,⿱,⿱竹攸
5505,牒,50,1.07,1.699,41,0.66,1.6128,dié,die,2,d,ie,⿰片枼,⿰,⿰片枼
5506,煲,35,0.75,1.5441,27,0.43,1.4314,bāo,bao,1,b,ao,⿱保火,⿱,⿱保火
5507,敫,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jiǎo,jiao,3,j,iao,⿰⿱白方攵,⿰,⿰⿱白方攵
5508,徭,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yáo,yao,2,y,ao,⿰彳䍃,⿰,⿰彳䍃
5509,愆,1,0.02,0,1,0.02,0,qiān,qian,1,q,ian,⿱衍心,⿱,⿱衍心
5510,艄,1,0.02,0,1,0.02,0,shāo,shao,1,sh,ao,⿰舟肖,⿰,⿰舟肖
5511,觎,59,1.26,1.7709,52,0.83,1.716,yú,yu,2,y,u,⿰俞见,⿰,⿰俞见
